id,variante_principale,variante_ingredients,variante_permutation,actions_principale,actions_ingredients,actions_permutation,nb_principale,nb_ingredients,nb_permutation,title,category,number_of_steps,number_of_ingredients,complexity,flag_t6_complet,flag_t6_doublon,flag_t6_vide,flag_t6_anti_dup,flag_t6_global,cluster
01142f3d65,"['chop', 'mix', 'spread', 'roll', 'cut', 'serve']","['chop', 'dice', 'measure', 'toss', 'sprinkle', 'pour', 'assemble']","['spread', 'chop', 'mix', 'roll', 'cut', 'serve']","['chop', 'mix', 'spread', 'roll', 'cut', 'serve']","['chop', 'dice', 'measure', 'toss', 'sprinkle', 'pour', 'assemble']","['spread', 'chop', 'mix', 'roll', 'cut', 'serve']",6,7,6,Reggae Roll,bakery,5,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
0117e61c0d,"['chop', 'mix', 'heat', 'melt', 'serve']","['chop', 'slice', 'drain', 'measure', 'pour', 'sprinkle', 'mix', 'heat', 'melt', 'serve']","['heat', 'chop', 'mix', 'melt', 'serve']","['chop', 'mix', 'heat', 'melt', 'serve']","['chop', 'slice', 'drain', 'measure', 'pour', 'sprinkle', 'mix', 'heat', 'melt', 'serve']","['heat', 'chop', 'mix', 'melt', 'serve']",5,10,5,Hobo's,other,14,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
17dc4a9637,"['chop', 'mix', 'heat', 'season', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'heat', 'season']","['heat', 'chop', 'mix', 'season', 'serve']","['chop', 'mix', 'heat', 'season', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'heat', 'season']","['heat', 'chop', 'mix', 'season', 'serve']",5,8,5,Beef Soup With Red Wine,stew,3,14,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
17d8b3affc,"['chop', 'mix', 'toss', 'chill', 'serve']","['dice', 'chop', 'measure', 'pour', 'toss', 'mix', 'stir']","['toss', 'chill', 'mix', 'chop', 'serve']","['chop', 'mix', 'toss', 'chill', 'serve']","['dice', 'chop', 'measure', 'pour', 'toss', 'mix', 'stir']","['toss', 'chill', 'mix', 'chop', 'serve']",5,7,5,Brown Rice Salad,quick_prep,1,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
011bb2aa74,"['chop', 'mash', 'heat', 'grill', 'serve']","['chop', 'mash', 'measure', 'stir', 'pour', 'sprinkle', 'drizzle']","['heat', 'grill', 'mash', 'chop', 'serve']","['chop', 'mash', 'heat', 'grill', 'serve']","['chop', 'mash', 'measure', 'stir', 'pour', 'sprinkle', 'drizzle']","['heat', 'grill', 'mash', 'chop', 'serve']",5,7,5,Tuna Steaks with Lemon Caper Sauce,other,8,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,21
17e1915c80,"['chop', 'mix', 'refrigerate', 'serve']","['chop', 'dice', 'grate', 'mix', 'measure', 'pour', 'stir', 'refrigerate']","['refrigerate', 'chop', 'mix', 'serve']","['chop', 'mix', 'refrigerate', 'serve']","['chop', 'dice', 'grate', 'mix', 'measure', 'pour', 'stir', 'refrigerate']","['refrigerate', 'chop', 'mix', 'serve']",4,8,4,Tangy Cilantro Lime Jalapeno Coleslaw,other,6,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
17dd42e2b1,"['chop', 'mix', 'refrigerate', 'serve']","['chop', 'juice', 'zest', 'mince', 'mix', 'refrigerate', 'serve']","['refrigerate', 'chop', 'mix', 'serve']","['chop', 'mix', 'refrigerate', 'serve']","['chop', 'juice', 'zest', 'mince', 'mix', 'refrigerate', 'serve']","['refrigerate', 'chop', 'mix', 'serve']",4,7,4,Southwest Cranberry Salsa/Relish,other,6,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
17ddf9198b,"['peel', 'chop', 'mix', 'heat', 'serve']","['select', 'peel', 'chop', 'measure', 'mix', 'pour', 'heat']","['heat', 'mix', 'chop', 'peel', 'serve']","['peel', 'chop', 'mix', 'heat', 'serve']","['select', 'peel', 'chop', 'measure', 'mix', 'pour', 'heat']","['heat', 'mix', 'chop', 'peel', 'serve']",5,7,5,Honeyed Carrots,other,2,3,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
17e67f4af7,"['chop', 'mix', 'toast', 'serve']","['chop', 'dice', 'measure', 'drain', 'toast', 'mix']","['toast', 'chop', 'mix', 'serve']","['chop', 'mix', 'toast', 'serve']","['chop', 'dice', 'measure', 'drain', 'toast', 'mix']","['toast', 'chop', 'mix', 'serve']",4,6,4,Fruited Chicken Salad,quick_prep,4,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,0
011c1e3624,"['trim', 'mix', 'inject', 'season', 'heat', 'cool', 'pull']","['select', 'chop', 'measure', 'mix', 'inject', 'season', 'add', 'pour', 'heat', 'cool', 'pull']","['trim', 'season', 'inject', 'mix', 'heat', 'pull', 'cool']","['trim', 'mix', 'inject', 'season', 'heat', 'cool', 'pull']","['select', 'chop', 'measure', 'mix', 'inject', 'season', 'add', 'pour', 'heat', 'cool', 'pull']","['trim', 'season', 'inject', 'mix', 'heat', 'pull', 'cool']",7,11,7,Beer-Enhanced Pulled Pork,other,14,5,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
010b5b0974,"['mash', 'mix', 'heat', 'pour', 'bake', 'cool', 'serve']","['chop', 'mash', 'measure', 'mix', 'whisk', 'pour', 'stir', 'heat', 'bake', 'cool', 'serve']","['mix', 'mash', 'heat', 'pour', 'bake', 'cool', 'serve']","['mash', 'mix', 'heat', 'pour', 'bake', 'cool', 'serve']","['chop', 'mash', 'measure', 'mix', 'whisk', 'pour', 'stir', 'heat', 'bake', 'cool', 'serve']","['mix', 'mash', 'heat', 'pour', 'bake', 'cool', 'serve']",7,11,7,Amazing Banana Bread,bakery,9,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,21
01147f917f,"['chop', 'blend', 'mix', 'heat', 'season', 'serve']","['chop', 'dice', 'slice', 'measure', 'blend', 'mix', 'toss', 'pour', 'season', 'garnish']","['blend', 'chop', 'season', 'mix', 'heat', 'serve']","['chop', 'blend', 'mix', 'heat', 'season', 'serve']","['chop', 'dice', 'slice', 'measure', 'blend', 'mix', 'toss', 'pour', 'season', 'garnish']","['blend', 'chop', 'season', 'mix', 'heat', 'serve']",6,10,6,Asian Cashew Curry,stew,17,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,7
17d9dec199,"['mix', 'roll', 'crimp', 'bake', 'glaze', 'serve']","['measure', 'sift', 'chop', 'mix', 'knead', 'roll', 'spread', 'crimp', 'bake', 'glaze', 'serve']","['roll', 'crimp', 'mix', 'bake', 'glaze', 'serve']","['mix', 'roll', 'crimp', 'bake', 'glaze', 'serve']","['measure', 'sift', 'chop', 'mix', 'knead', 'roll', 'spread', 'crimp', 'bake', 'glaze', 'serve']","['roll', 'crimp', 'mix', 'bake', 'glaze', 'serve']",6,11,6,Homemade Pop-Tarts,bakery,10,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
0120f8d20c,"['mix', 'heat', 'cook', 'pull', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'add', 'cook', 'pull', 'serve']","['heat', 'mix', 'cook', 'pull', 'serve']","['mix', 'heat', 'cook', 'pull', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'add', 'cook', 'pull', 'serve']","['heat', 'mix', 'cook', 'pull', 'serve']",5,9,5,Pulled Pork,other,14,12,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
01202892ba,"['mix', 'knead', 'bake', 'serve']","['measure', 'pour', 'mix', 'knead', 'combine', 'stir']","['knead', 'mix', 'bake', 'serve']","['mix', 'knead', 'bake', 'serve']","['measure', 'pour', 'mix', 'knead', 'combine', 'stir']","['knead', 'mix', 'bake', 'serve']",4,6,4,Angel Biscuits,bakery,7,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
17eb5b2505,"['chop', 'brown', 'mix', 'roll', 'bake', 'serve']","['chop', 'measure', 'brown', 'mix', 'stir', 'roll', 'pour', 'sprinkle', 'bake', 'season']","['brown', 'chop', 'mix', 'roll', 'bake', 'serve']","['chop', 'brown', 'mix', 'roll', 'bake', 'serve']","['chop', 'measure', 'brown', 'mix', 'stir', 'roll', 'pour', 'sprinkle', 'bake', 'season']","['brown', 'chop', 'mix', 'roll', 'bake', 'serve']",6,10,6,Guluptsie (Cabbage Rolls),bakery,23,13,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
0114e26f7b,"['chop', 'mix', 'toss', 'serve']","['chop', 'slice', 'shred', 'grate', 'mix', 'toss']","['toss', 'chop', 'mix', 'serve']","['chop', 'mix', 'toss', 'serve']","['chop', 'slice', 'shred', 'grate', 'mix', 'toss']","['toss', 'chop', 'mix', 'serve']",4,6,4,Sweet & Crunchy Spinach Salad,quick_prep,1,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,17
01222147b3,"['blend', 'form', 'harden', 'serve']","['chop', 'measure', 'pour', 'blend', 'mix', 'form']","['form', 'blend', 'harden', 'serve']","['blend', 'form', 'harden', 'serve']","['chop', 'measure', 'pour', 'blend', 'mix', 'form']","['form', 'blend', 'harden', 'serve']",4,6,4,Pineapple Pop 'em Balls,other,3,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
010fda3d67,"['scrub', 'boil', 'drain', 'slice', 'toss', 'chill', 'serve']","['scrub', 'chop', 'slice', 'dice', 'whisk', 'pour', 'toss', 'chill', 'serve']","['boil', 'scrub', 'slice', 'drain', 'toss', 'chill', 'serve']","['scrub', 'boil', 'drain', 'slice', 'toss', 'chill', 'serve']","['scrub', 'chop', 'slice', 'dice', 'whisk', 'pour', 'toss', 'chill', 'serve']","['boil', 'scrub', 'slice', 'drain', 'toss', 'chill', 'serve']",7,9,7,Eclectic Potato Salad,stew,11,10,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
17f0434616,"['chop', 'mix', 'pour', 'serve']","['chop', 'measure', 'grind', 'pour', 'mix', 'stir']","['pour', 'chop', 'mix', 'serve']","['chop', 'mix', 'pour', 'serve']","['chop', 'measure', 'grind', 'pour', 'mix', 'stir']","['pour', 'chop', 'mix', 'serve']",4,6,4,Asian Coleslaw Recipe,other,5,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
17f27dbadd,"['chop', 'mix', 'stir', 'sprinkle', 'serve']","['chop', 'dice', 'slice', 'whisk', 'stir', 'sprinkle', 'arrange']","['sprinkle', 'stir', 'mix', 'chop', 'serve']","['chop', 'mix', 'stir', 'sprinkle', 'serve']","['chop', 'dice', 'slice', 'whisk', 'stir', 'sprinkle', 'arrange']","['sprinkle', 'stir', 'mix', 'chop', 'serve']",5,7,5,Thai Beef Salad,quick_prep,27,13,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
17ec1c1557,"['chop', 'slice', 'heat', 'saute', 'mash', 'brown', 'simmer', 'season', 'serve']","['chop', 'slice', 'measure', 'peel', 'core', 'clean', 'mix', 'heat', 'saute', 'mash', 'brown', 'simmer', 'season', 'serve']","['slice', 'chop', 'heat', 'saute', 'mash', 'brown', 'simmer', 'season', 'serve']","['chop', 'slice', 'heat', 'saute', 'mash', 'brown', 'simmer', 'season', 'serve']","['chop', 'slice', 'measure', 'peel', 'core', 'clean', 'mix', 'heat', 'saute', 'mash', 'brown', 'simmer', 'season', 'serve']","['slice', 'chop', 'heat', 'saute', 'mash', 'brown', 'simmer', 'season', 'serve']",9,14,9,Pepper Steak Stir Fry Recipe,other,22,13,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
01050ea294,"['spray', 'cook', 'drain', 'rinse', 'dry', 'stuff', 'spoon', 'pour', 'bake', 'sprinkle', 'serve']","['chop', 'stir', 'measure', 'spray', 'cook', 'drain', 'rinse', 'dry', 'mix', 'stuff', 'spoon', 'pour', 'sprinkle', 'bake', 'serve']","['spray', 'dry', 'rinse', 'drain', 'cook', 'stuff', 'spoon', 'pour', 'bake', 'sprinkle', 'serve']","['spray', 'cook', 'drain', 'rinse', 'dry', 'stuff', 'spoon', 'pour', 'bake', 'sprinkle', 'serve']","['chop', 'stir', 'measure', 'spray', 'cook', 'drain', 'rinse', 'dry', 'mix', 'stuff', 'spoon', 'pour', 'sprinkle', 'bake', 'serve']","['spray', 'dry', 'rinse', 'drain', 'cook', 'stuff', 'spoon', 'pour', 'bake', 'sprinkle', 'serve']",11,15,11,Lori 's Manicotti Dinner,other,15,6,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
17efe8382e,"['chop', 'heat', 'mix', 'cook', 'serve']","['chop', 'dice', 'slice', 'measure', 'pour', 'mix', 'heat', 'cook', 'season']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'heat', 'mix', 'cook', 'serve']","['chop', 'dice', 'slice', 'measure', 'pour', 'mix', 'heat', 'cook', 'season']","['heat', 'chop', 'mix', 'cook', 'serve']",5,9,5,All Day Breakfast Soup,stew,8,12,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
01291e33de,"['preheat', 'mix', 'scoop', 'bake', 'cool']","['measure', 'chop', 'grind', 'mix', 'combine', 'stir', 'fold']","['preheat', 'scoop', 'mix', 'bake', 'cool']","['preheat', 'mix', 'scoop', 'bake', 'cool']","['measure', 'chop', 'grind', 'mix', 'combine', 'stir', 'fold']","['preheat', 'scoop', 'mix', 'bake', 'cool']",5,7,5,Almond Joy Cookies,bakery,18,14,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
17fb10780b,"['knead', 'roll', 'brown', 'fill', 'bake']","['chop', 'shred', 'measure', 'mix', 'knead', 'roll', 'brown', 'fill', 'season']","['brown', 'knead', 'roll', 'fill', 'bake']","['knead', 'roll', 'brown', 'fill', 'bake']","['chop', 'shred', 'measure', 'mix', 'knead', 'roll', 'brown', 'fill', 'season']","['brown', 'knead', 'roll', 'fill', 'bake']",5,9,5,Nebraska Cabbage Burgers,other,12,12,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
17fce1205d,"['wash', 'chop', 'heat', 'squeeze', 'cook', 'whisk', 'stir', 'season']","['wash', 'chop', 'measure', 'pour', 'melt', 'heat', 'squeeze', 'cook', 'whisk', 'stir', 'season']","['heat', 'wash', 'chop', 'squeeze', 'whisk', 'cook', 'stir', 'season']","['wash', 'chop', 'heat', 'squeeze', 'cook', 'whisk', 'stir', 'season']","['wash', 'chop', 'measure', 'pour', 'melt', 'heat', 'squeeze', 'cook', 'whisk', 'stir', 'season']","['heat', 'wash', 'chop', 'squeeze', 'whisk', 'cook', 'stir', 'season']",8,11,8,Creamed Spinach,other,12,7,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
011e9a4f14,"['chop', 'heat', 'mix', 'cool', 'serve']","['chop', 'measure', 'pour', 'mix', 'grate', 'stir', 'cool', 'refrigerate']","['heat', 'cool', 'chop', 'mix', 'serve']","['chop', 'heat', 'mix', 'cool', 'serve']","['chop', 'measure', 'pour', 'mix', 'grate', 'stir', 'cool', 'refrigerate']","['heat', 'cool', 'chop', 'mix', 'serve']",5,8,5,Ms Carmelle's Chunky Potato Salad,stew,8,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
0122612931,"['chop', 'blend', 'pour', 'serve']","['chop', 'squeeze', 'scoop', 'crush', 'blend', 'pour']","['blend', 'chop', 'pour', 'serve']","['chop', 'blend', 'pour', 'serve']","['chop', 'squeeze', 'scoop', 'crush', 'blend', 'pour']","['blend', 'chop', 'pour', 'serve']",4,6,4,Papaya Citrus Shake,other,2,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,7
011ddd9bf1,"['chop', 'mix', 'heat', 'serve']","['chop', 'dice', 'grate', 'measure', 'pour', 'stir', 'combine']","['heat', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'serve']","['chop', 'dice', 'grate', 'measure', 'pour', 'stir', 'combine']","['heat', 'chop', 'mix', 'serve']",4,7,4,Southwestern Confetti Salad,quick_prep,3,16,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
012a555d5a,"['prep', 'mix', 'soak', 'wash', 'sprinkle', 'heat', 'place', 'cover', 'stir', 'drain', 'cook', 'serve']","['chop', 'grind', 'measure', 'mix', 'sprinkle', 'pour', 'drain', 'stir', 'heat', 'cook', 'season', 'serve']","['prep', 'soak', 'wash', 'heat', 'mix', 'sprinkle', 'place', 'cover', 'stir', 'drain', 'cook', 'serve']","['prep', 'mix', 'soak', 'wash', 'sprinkle', 'heat', 'place', 'cover', 'stir', 'drain', 'cook', 'serve']","['chop', 'grind', 'measure', 'mix', 'sprinkle', 'pour', 'drain', 'stir', 'heat', 'cook', 'season', 'serve']","['prep', 'soak', 'wash', 'heat', 'mix', 'sprinkle', 'place', 'cover', 'stir', 'drain', 'cook', 'serve']",12,12,12,Smoked Chicken Recipe,other,17,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
012a739d49,"['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'slice', 'measure', 'pour', 'mix', 'brown', 'drain', 'shred']","['heat', 'chop', 'mix', 'bake', 'serve']","['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'slice', 'measure', 'pour', 'mix', 'brown', 'drain', 'shred']","['heat', 'chop', 'mix', 'bake', 'serve']",5,8,5,Pizza Potatoes,stew,8,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,1
01245e4195,"['chop', 'mix', 'heat', 'stir', 'serve']","['chop', 'measure', 'pour', 'mix', 'grind', 'heat', 'stir']","['heat', 'chop', 'mix', 'stir', 'serve']","['chop', 'mix', 'heat', 'stir', 'serve']","['chop', 'measure', 'pour', 'mix', 'grind', 'heat', 'stir']","['heat', 'chop', 'mix', 'stir', 'serve']",5,7,5,Easy and Delicious Stir Fry Sauce,other,4,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,6
17f7cf11b5,"['chop', 'mix', 'heat', 'cook', 'assemble', 'bake', 'serve']","['chop', 'slice', 'dice', 'measure', 'pour', 'mix', 'heat', 'cook', 'taste', 'adjust', 'assemble', 'bake', 'serve']","['heat', 'chop', 'mix', 'assemble', 'cook', 'bake', 'serve']","['chop', 'mix', 'heat', 'cook', 'assemble', 'bake', 'serve']","['chop', 'slice', 'dice', 'measure', 'pour', 'mix', 'heat', 'cook', 'taste', 'adjust', 'assemble', 'bake', 'serve']","['heat', 'chop', 'mix', 'assemble', 'cook', 'bake', 'serve']",7,13,7,Roasted Vegetable Lasagna,other,37,15,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
011ee78360,"['chop', 'mix', 'stir', 'cover', 'chill', 'serve']","['chop', 'peel', 'slice', 'drain', 'measure', 'mix', 'stir', 'combine']","['stir', 'chop', 'mix', 'cover', 'chill', 'serve']","['chop', 'mix', 'stir', 'cover', 'chill', 'serve']","['chop', 'peel', 'slice', 'drain', 'measure', 'mix', 'stir', 'combine']","['stir', 'chop', 'mix', 'cover', 'chill', 'serve']",6,8,6,Marinated Fruit Medley,other,3,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
17f749fc59,"['knead', 'roll', 'top', 'bake', 'crack', 'serve']","['chop', 'measure', 'pour', 'dice', 'grate', 'crumble', 'drizzle', 'sprinkle']","['roll', 'knead', 'top', 'crack', 'bake', 'serve']","['knead', 'roll', 'top', 'bake', 'crack', 'serve']","['chop', 'measure', 'pour', 'dice', 'grate', 'crumble', 'drizzle', 'sprinkle']","['roll', 'knead', 'top', 'crack', 'bake', 'serve']",6,8,6,"Pizza with Prosciutto, Spinach, Truffle Oil, and Egg",other,11,12,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
01263ee32f,"['trim', 'rub', 'drizzle', 'grill', 'rest', 'serve']","['chop', 'pull', 'wash', 'cut', 'process', 'add', 'season', 'cook', 'stir', 'cool']","['drizzle', 'rub', 'trim', 'rest', 'grill', 'serve']","['trim', 'rub', 'drizzle', 'grill', 'rest', 'serve']","['chop', 'pull', 'wash', 'cut', 'process', 'add', 'season', 'cook', 'stir', 'cool']","['drizzle', 'rub', 'trim', 'rest', 'grill', 'serve']",6,10,6,Barbecued Short Ribs of Beef - Tira de Asado,other,30,11,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,10
0132503fc2,"['preheat', 'mix', 'fill', 'dot', 'seal', 'brush', 'bake', 'cool', 'serve']","['pick', 'wash', 'chop', 'measure', 'mix', 'combine', 'pour', 'dot', 'seal', 'brush', 'sprinkle']","['preheat', 'fill', 'mix', 'seal', 'dot', 'brush', 'bake', 'cool', 'serve']","['preheat', 'mix', 'fill', 'dot', 'seal', 'brush', 'bake', 'cool', 'serve']","['pick', 'wash', 'chop', 'measure', 'mix', 'combine', 'pour', 'dot', 'seal', 'brush', 'sprinkle']","['preheat', 'fill', 'mix', 'seal', 'dot', 'brush', 'bake', 'cool', 'serve']",9,11,9,Triple Berry Pie,bakery,44,12,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
17fc029582,"['chop', 'heat', 'cook', 'finish', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'cook', 'finish', 'garnish', 'serve']","['heat', 'chop', 'cook', 'finish', 'serve']","['chop', 'heat', 'cook', 'finish', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'cook', 'finish', 'garnish', 'serve']","['heat', 'chop', 'cook', 'finish', 'serve']",5,9,5,Scallops W/ Miso Sauce,other,7,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
17f52a5a51,"['chop', 'mince', 'heat', 'stir', 'pour', 'boil', 'drain', 'serve']","['chop', 'mince', 'measure', 'wash', 'pour', 'heat', 'stir', 'boil', 'drain', 'add', 'serve']","['mince', 'pour', 'heat', 'chop', 'stir', 'boil', 'drain', 'serve']","['chop', 'mince', 'heat', 'stir', 'pour', 'boil', 'drain', 'serve']","['chop', 'mince', 'measure', 'wash', 'pour', 'heat', 'stir', 'boil', 'drain', 'add', 'serve']","['mince', 'pour', 'heat', 'chop', 'stir', 'boil', 'drain', 'serve']",8,11,8,A Nagoya Speciality Misen-Style Taiwanese Ramen,other,19,7,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
012a3aa101,"['chop', 'mix', 'pour', 'hang', 'ladle', 'garnish']","['chop', 'measure', 'juice', 'peel', 'slice', 'tie', 'discard', 'ladle', 'garnish']","['pour', 'chop', 'hang', 'ladle', 'mix', 'garnish']","['chop', 'mix', 'pour', 'hang', 'ladle', 'garnish']","['chop', 'measure', 'juice', 'peel', 'slice', 'tie', 'discard', 'ladle', 'garnish']","['pour', 'chop', 'hang', 'ladle', 'mix', 'garnish']",6,9,6,Chilled Tomato Consomme,other,10,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,5
17ec555422,"['chop', 'boil', 'mash', 'mix', 'heat', 'assemble', 'brush', 'serve']","['chop', 'measure', 'peel', 'dice', 'mince', 'drain', 'rinse', 'mix', 'heat', 'mash', 'assemble', 'brush', 'serve']","['boil', 'chop', 'mash', 'mix', 'heat', 'assemble', 'brush', 'serve']","['chop', 'boil', 'mash', 'mix', 'heat', 'assemble', 'brush', 'serve']","['chop', 'measure', 'peel', 'dice', 'mince', 'drain', 'rinse', 'mix', 'heat', 'mash', 'assemble', 'brush', 'serve']","['boil', 'chop', 'mash', 'mix', 'heat', 'assemble', 'brush', 'serve']",8,13,8,Baked Sweet Potato and Black Bean Burritos,stew,18,21,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,21
1801596234,"['whisk', 'heat', 'roll', 'drain', 'serve']","['measure', 'whisk', 'pour', 'beat', 'skewer', 'roll', 'drain', 'serve']","['heat', 'roll', 'whisk', 'drain', 'serve']","['whisk', 'heat', 'roll', 'drain', 'serve']","['measure', 'whisk', 'pour', 'beat', 'skewer', 'roll', 'drain', 'serve']","['heat', 'roll', 'whisk', 'drain', 'serve']",5,8,5,Corn Cob Puppies (Corn Dogs),bakery,8,12,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
01267207f6,"['soften', 'whip', 'pour', 'mix', 'chill', 'serve']","['select', 'measure', 'soften', 'whip', 'pour', 'mix', 'combine', 'chill', 'store']","['mix', 'soften', 'pour', 'whip', 'chill', 'serve']","['soften', 'whip', 'pour', 'mix', 'chill', 'serve']","['select', 'measure', 'soften', 'whip', 'pour', 'mix', 'combine', 'chill', 'store']","['mix', 'soften', 'pour', 'whip', 'chill', 'serve']",6,9,6,Incredible Butter Substitute,other,10,3,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
012c7367dc,"['chop', 'mix', 'serve']","['chop', 'dice', 'peel', 'rinse', 'drain', 'mix']","['mix', 'chop', 'serve']","['chop', 'mix', 'serve']","['chop', 'dice', 'peel', 'rinse', 'drain', 'mix']","['mix', 'chop', 'serve']",3,6,3,Southwest Salad with Jicama,quick_prep,1,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,23
